Identifier,Gender,Income,CreditScore,LoanAmount,EmploymentStatus,MaritalStatus,OccupancyStatus,NumDependents,SocialMediaUsageHours,ShoppingFrequencyPerMonth,HealthInsuranceStatus,Age,Age group,Income_bin,LoanAmount_bin,SocialMediaUsageHours_bin,ShoppingFrequencyPerMonth_bin
ID_0915,Male,61323.0,812.0,11049.0,Employed,Divorced,Renter,1.0,5.0,20.0,Yes,48.266666666666666,Established Adults,"(60000, 70000]","(10000, 20000]","(0, 5]","(15, 20]"
ID_0916,Male,38752.0,487.0,786.0,Employed,Divorced,Owner,1.6,13.0,3.0,No,18.0,,"(30000, 40000]","(0, 10000]","(10, 15]","(0, 5]"
ID_0917,Female,33395.0,815.0,4368.0,Retired,Widowed,Renter,4.0,6.0,12.333333333333334,No,42.0,Established Adults,"(30000, 40000]","(0, 10000]","(5, 10]","(10, 15]"
ID_0918,Male,76273.0,726.0,30699.0,Unemployed,Single,Renter,3.0,21.0,7.0,No,50.0,Established Adults,"(70000, 80000]","(30000, 40000]","(20, 25]","(5, 10]"
ID_0919,Female,24895.0,801.0,21747.066666666666,Unemployed,Divorced,Owner,3.0,1.0,21.0,No,37.0,Established Adults,"(20000, 30000]","(20000, 30000]","(0, 5]","(20, 25]"
ID_0921,Female,30699.0,812.0,27454.0,Retired,Divorced,Renter,4.0,13.6,24.0,Yes,27.0,Early Career,"(30000, 40000]","(20000, 30000]","(10, 15]","(20, 25]"
ID_0922,Male,85061.0,370.0,38762.0,Unemployed,Single,Renter,3.0,2.0,2.0,Yes,28.0,Early Career,"(80000, 90000]","(30000, 40000]","(0, 5]","(0, 5]"
ID_0923,Female,29715.0,777.0,23600.0,Student,Married,Owner,0.0,8.0,14.933333333333334,Yes,59.0,Pre-Retirement,"(20000, 30000]","(20000, 30000]","(5, 10]","(10, 15]"
ID_0924,Female,39169.0,477.0,29238.0,Employed,Single,Owner,2.0,7.0,12.0,No,55.0,Pre-Retirement,"(30000, 40000]","(20000, 30000]","(5, 10]","(10, 15]"
ID_0925,Female,36163.0,676.5333333333333,25241.0,Student,Widowed,Renter,1.0,10.0,11.8,No,23.0,Young Adults,"(30000, 40000]","(20000, 30000]","(5, 10]","(10, 15]"
ID_0926,Male,25782.0,565.6,22621.666666666668,Student,Widowed,Renter,1.0,17.0,26.0,No,48.0,Established Adults,"(20000, 30000]","(20000, 30000]","(15, 20]","(25, 30]"
ID_0927,Male,55585.0,590.0,20167.0,Student,Single,Renter,0.0,0.0,1.0,No,27.0,Early Career,"(50000, 60000]","(20000, 30000]",,"(0, 5]"
ID_0928,Female,50682.0,819.0,21811.0,Student,Married,Renter,3.0,14.0,10.0,Yes,27.0,Early Career,"(50000, 60000]","(20000, 30000]","(10, 15]","(5, 10]"
ID_0929,Male,67864.0,591.0,39779.0,Retired,Single,Renter,4.0,3.0,15.0,Yes,22.0,Young Adults,"(60000, 70000]","(30000, 40000]","(0, 5]","(10, 15]"
ID_0930,Female,75114.0,582.0,20085.0,Retired,Divorced,Renter,1.8666666666666667,3.0,9.0,Yes,58.0,Pre-Retirement,"(70000, 80000]","(20000, 30000]","(0, 5]","(5, 10]"
ID_0931,Female,58067.0,843.0,46854.0,Employed,Divorced,Owner,3.0,9.0,14.0,No,26.0,Early Career,"(50000, 60000]","(40000, 50000]","(5, 10]","(10, 15]"
ID_0934,Male,47089.2,807.0,39779.0,Retired,Single,Owner,4.0,22.0,1.0,No,36.0,Established Adults,"(40000, 50000]","(30000, 40000]","(20, 25]","(0, 5]"
ID_0935,Male,84977.0,712.0,29079.0,Unemployed,Divorced,Owner,1.0,14.0,5.0,Yes,25.0,Young Adults,"(80000, 90000]","(20000, 30000]","(10, 15]","(0, 5]"
ID_0936,Female,85450.0,827.0,33980.0,Student,Single,Renter,3.0,2.0,13.0,Yes,50.0,Established Adults,"(80000, 90000]","(30000, 40000]","(0, 5]","(10, 15]"
ID_0937,Male,62265.333333333336,654.0,14141.0,Student,Married,Owner,0.0,6.0,1.0,Yes,44.0,Established Adults,"(60000, 70000]","(10000, 20000]","(5, 10]","(0, 5]"
ID_0938,Male,24437.0,486.0,9344.0,Student,Married,Renter,4.0,6.0,9.0,No,35.0,Early Career,"(20000, 30000]","(0, 10000]","(5, 10]","(5, 10]"
ID_0939,Female,90971.0,330.0,39472.0,Unemployed,Married,Owner,0.0,16.0,16.0,Yes,29.0,Early Career,"(90000, 100000]","(30000, 40000]","(15, 20]","(15, 20]"
ID_0940,Female,84612.0,559.0,24236.733333333334,Student,Divorced,Owner,3.0,21.0,7.0,No,54.0,Pre-Retirement,"(80000, 90000]","(20000, 30000]","(20, 25]","(5, 10]"
ID_0941,Male,81929.0,720.0,23817.0,Retired,Single,Renter,4.0,19.0,25.0,Yes,39.0,Established Adults,"(80000, 90000]","(20000, 30000]","(15, 20]","(20, 25]"
ID_0942,Male,32329.0,828.0,29813.0,Unemployed,Divorced,Owner,0.0,23.0,15.0,Yes,64.0,Pre-Retirement,"(30000, 40000]","(20000, 30000]","(20, 25]","(10, 15]"
ID_0943,Female,45169.0,603.0,18895.0,Student,Widowed,Renter,4.0,15.0,13.0,No,22.0,Young Adults,"(40000, 50000]","(10000, 20000]","(10, 15]","(10, 15]"
ID_0944,Male,64072.46666666667,338.0,143.0,Retired,Married,Owner,3.0,15.0,9.0,No,46.0,Established Adults,"(60000, 70000]","(0, 10000]","(10, 15]","(5, 10]"
ID_0945,Male,96957.0,606.5333333333333,10681.0,Retired,Single,Renter,4.0,7.0,12.0,No,39.0,Established Adults,"(90000, 100000]","(10000, 20000]","(5, 10]","(10, 15]"
ID_0946,Male,80631.0,841.0,7367.0,Employed,Divorced,Owner,3.0,2.0,0.0,Yes,41.0,Established Adults,"(80000, 90000]","(0, 10000]","(0, 5]",
ID_0947,Male,65033.0,577.0,3228.0,Retired,Divorced,Renter,1.7333333333333334,19.0,13.6,Yes,40.0,Established Adults,"(60000, 70000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0948,Male,83133.0,502.0,4582.0,Retired,Married,Renter,4.0,14.0,29.0,Yes,41.0,Established Adults,"(80000, 90000]","(0, 10000]","(10, 15]","(25, 30]"
ID_0949,Male,93165.0,365.0,13147.0,Employed,Single,Renter,1.0,0.0,21.0,Yes,28.0,Early Career,"(90000, 100000]","(10000, 20000]",,"(20, 25]"
ID_0950,Female,93861.0,407.0,11397.0,Employed,Widowed,Renter,3.0,9.0,11.0,No,36.0,Established Adults,"(90000, 100000]","(10000, 20000]","(5, 10]","(10, 15]"
ID_0952,Female,51750.0,521.0,37011.0,Retired,Married,Renter,4.0,6.0,16.0,No,43.0,Established Adults,"(50000, 60000]","(30000, 40000]","(5, 10]","(15, 20]"
ID_0953,Female,60461.0,829.0,13647.0,Unemployed,Widowed,Owner,0.0,13.0,23.0,Yes,31.0,Early Career,"(60000, 70000]","(10000, 20000]","(10, 15]","(20, 25]"
ID_0954,Female,93800.0,389.0,27572.8,Unemployed,Single,Owner,1.0,15.0,13.0,No,55.0,Pre-Retirement,"(90000, 100000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0955,Female,98222.0,554.0,44264.0,Student,Widowed,Renter,1.0,14.0,4.0,No,66.0,Retirees,"(90000, 100000]","(40000, 50000]","(10, 15]","(0, 5]"
ID_0956,Male,44226.0,754.0,42317.0,Unemployed,Widowed,Renter,4.0,6.0,18.0,Yes,53.0,Pre-Retirement,"(40000, 50000]","(40000, 50000]","(5, 10]","(15, 20]"
ID_0957,Male,26721.0,609.1333333333333,47914.0,Unemployed,Single,Owner,2.0,12.0,4.0,Yes,51.0,Pre-Retirement,"(20000, 30000]","(40000, 50000]","(10, 15]","(0, 5]"
ID_0959,Male,40609.0,682.0,36953.0,Unemployed,Widowed,Owner,3.0,8.0,12.0,Yes,32.0,Early Career,"(40000, 50000]","(30000, 40000]","(5, 10]","(10, 15]"
ID_0960,Female,72130.0,741.0,45254.0,Employed,Widowed,Renter,4.0,8.0,16.0,No,53.0,Pre-Retirement,"(70000, 80000]","(40000, 50000]","(5, 10]","(15, 20]"
ID_0961,Male,92909.0,389.0,40096.0,Retired,Married,Renter,4.0,5.0,0.0,Yes,55.0,Pre-Retirement,"(90000, 100000]","(40000, 50000]","(0, 5]",
ID_0962,Male,75249.0,689.0,49452.0,Student,Divorced,Owner,2.0,23.0,15.066666666666666,Yes,30.0,Early Career,"(70000, 80000]","(40000, 50000]","(20, 25]","(15, 20]"
ID_0963,Female,68895.0,343.0,17107.0,Employed,Single,Owner,3.0,11.0,13.0,Yes,31.0,Early Career,"(60000, 70000]","(10000, 20000]","(10, 15]","(10, 15]"
ID_0964,Female,25656.0,318.0,3010.0,Student,Single,Owner,3.0,22.0,3.0,Yes,46.0,Established Adults,"(20000, 30000]","(0, 10000]","(20, 25]","(0, 5]"
ID_0965,Male,94520.0,400.0,5555.0,Student,Divorced,Owner,2.0,19.0,24.0,Yes,62.0,Pre-Retirement,"(90000, 100000]","(0, 10000]","(15, 20]","(20, 25]"
ID_0966,Female,83740.0,656.0,67.0,Employed,Married,Owner,1.5333333333333334,19.0,13.333333333333334,No,33.0,Early Career,"(80000, 90000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0967,Male,84309.0,841.0,28412.0,Unemployed,Widowed,Owner,3.0,21.0,8.0,Yes,65.0,Pre-Retirement,"(80000, 90000]","(20000, 30000]","(20, 25]","(5, 10]"
ID_0968,Male,49984.0,332.0,44953.0,Employed,Widowed,Owner,0.0,13.0,16.0,No,31.0,Early Career,"(40000, 50000]","(40000, 50000]","(10, 15]","(15, 20]"
ID_0969,Male,93822.0,528.0,34305.0,Student,Married,Owner,0.0,19.0,14.933333333333334,No,54.0,Pre-Retirement,"(90000, 100000]","(30000, 40000]","(15, 20]","(10, 15]"
ID_0970,Male,25901.0,823.0,21132.466666666667,Student,Married,Renter,4.0,6.0,12.0,No,64.0,Pre-Retirement,"(20000, 30000]","(20000, 30000]","(5, 10]","(10, 15]"
ID_0971,Female,51552.0,454.0,11549.0,Unemployed,Divorced,Owner,4.0,7.0,11.0,Yes,29.0,Early Career,"(50000, 60000]","(10000, 20000]","(5, 10]","(10, 15]"
ID_0972,Female,55498.46666666667,722.0,5680.0,Employed,Married,Renter,1.0,7.0,15.0,No,45.0,Established Adults,"(50000, 60000]","(0, 10000]","(5, 10]","(10, 15]"
ID_0974,Female,93965.0,704.0,21209.0,Student,Married,Owner,3.0,1.0,17.0,No,22.0,Young Adults,"(90000, 100000]","(20000, 30000]","(0, 5]","(15, 20]"
ID_0976,Female,31138.0,460.0,22432.0,Unemployed,Widowed,Owner,1.2666666666666666,9.0,13.333333333333334,No,24.0,Young Adults,"(30000, 40000]","(20000, 30000]","(5, 10]","(10, 15]"
ID_0977,Female,55298.0,416.0,15116.0,Retired,Widowed,Owner,3.0,17.0,16.0,No,20.0,Young Adults,"(50000, 60000]","(10000, 20000]","(15, 20]","(15, 20]"
ID_0978,Male,71112.0,570.0,20045.0,Retired,Widowed,Owner,4.0,11.0,0.0,Yes,23.0,Young Adults,"(70000, 80000]","(20000, 30000]","(10, 15]",
ID_0979,Female,43429.0,786.0,26327.0,Student,Widowed,Owner,4.0,17.0,18.0,No,25.0,Young Adults,"(40000, 50000]","(20000, 30000]","(15, 20]","(15, 20]"
ID_0980,Female,70200.0,471.0,35709.0,Retired,Widowed,Owner,4.0,15.0,21.0,No,44.0,Established Adults,"(70000, 80000]","(30000, 40000]","(10, 15]","(20, 25]"
ID_0981,Male,91308.0,573.0,43617.0,Retired,Divorced,Renter,2.0,12.466666666666667,3.0,No,38.0,Established Adults,"(90000, 100000]","(40000, 50000]","(10, 15]","(0, 5]"
ID_0982,Male,68244.0,590.0,26905.0,Retired,Widowed,Renter,3.0,4.0,16.0,No,68.0,Retirees,"(60000, 70000]","(20000, 30000]","(0, 5]","(15, 20]"
ID_0983,Female,37347.0,434.0,7067.0,Retired,Married,Owner,1.0,19.0,6.0,Yes,20.0,Young Adults,"(30000, 40000]","(0, 10000]","(15, 20]","(5, 10]"
ID_0984,Male,36920.0,721.0,32559.0,Unemployed,Single,Renter,3.0,4.0,1.0,Yes,33.0,Early Career,"(30000, 40000]","(30000, 40000]","(0, 5]","(0, 5]"
ID_0985,Female,51822.0,720.0,42919.0,Student,Divorced,Owner,3.0,19.0,11.0,No,60.0,Pre-Retirement,"(50000, 60000]","(40000, 50000]","(15, 20]","(10, 15]"
ID_0986,Male,66659.0,485.0,17985.0,Retired,Married,Renter,2.0,22.0,4.0,No,36.0,Established Adults,"(60000, 70000]","(10000, 20000]","(20, 25]","(0, 5]"
ID_0988,Female,27967.0,677.0,17864.0,Unemployed,Divorced,Owner,0.0,16.0,7.0,Yes,49.0,Established Adults,"(20000, 30000]","(10000, 20000]","(15, 20]","(5, 10]"
ID_0989,Male,31871.0,822.0,22614.0,Unemployed,Widowed,Renter,4.0,12.0,22.0,Yes,34.0,Early Career,"(30000, 40000]","(20000, 30000]","(10, 15]","(20, 25]"
ID_0990,Female,97452.0,495.0,47894.0,Employed,Divorced,Renter,4.0,16.0,26.0,Yes,51.0,Pre-Retirement,"(90000, 100000]","(40000, 50000]","(15, 20]","(25, 30]"
ID_0991,Female,94270.0,397.0,15613.0,Employed,Widowed,Renter,2.0,17.0,27.0,No,40.0,Established Adults,"(90000, 100000]","(10000, 20000]","(15, 20]","(25, 30]"
ID_0992,Female,53613.0,321.0,6447.0,Student,Widowed,Owner,4.0,12.0,7.0,Yes,61.0,Pre-Retirement,"(50000, 60000]","(0, 10000]","(10, 15]","(5, 10]"
ID_0993,Female,48179.0,749.0,5499.0,Employed,Widowed,Renter,0.0,16.0,12.0,Yes,53.0,Pre-Retirement,"(40000, 50000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0994,Female,72188.0,471.0,39041.0,Retired,Single,Renter,2.0,14.0,25.0,Yes,31.0,Early Career,"(70000, 80000]","(30000, 40000]","(10, 15]","(20, 25]"
ID_0996,Female,55262.0,686.6,1299.0,Unemployed,Widowed,Renter,4.0,9.0,10.0,Yes,45.0,Established Adults,"(50000, 60000]","(0, 10000]","(5, 10]","(5, 10]"
ID_0997,Female,98213.0,725.0,39469.0,Unemployed,Married,Renter,3.0,12.0,5.0,Yes,57.0,Pre-Retirement,"(90000, 100000]","(30000, 40000]","(10, 15]","(0, 5]"
ID_0998,Male,38268.0,324.0,4994.0,Retired,Divorced,Owner,0.0,10.0,15.0,No,63.0,Pre-Retirement,"(30000, 40000]","(0, 10000]","(5, 10]","(10, 15]"
ID_0999,Male,97866.0,802.0,29878.0,Employed,Married,Renter,2.066666666666667,2.0,22.0,No,39.0,Established Adults,"(90000, 100000]","(20000, 30000]","(0, 5]","(20, 25]"
ID_1000,Female,80545.0,484.0,15627.0,Student,Single,Renter,4.0,21.0,24.0,Yes,61.0,Pre-Retirement,"(80000, 90000]","(10000, 20000]","(20, 25]","(20, 25]"
